symbol,Program,Grant Number,Partner Organization,Project Title,Award Amount:,Leveraged Funds:,Proposal_Number,Country,Summary,Notes,coordinates
small_blue,Rhino Tiger,96200-1-G034,Phoenix Fund,Protecting Amur tigers in Anyuisky National Park,"$23,279.00","$410,320.00",RT-1062,Russian Federation,"This grant will provide motorboats, snowmobiles, GPS units, field cloths and other basic equipment to rangers for anti-poaching patrols.  This is needed to strengthen protection of the Amur tigers living in this newly declared national park located on the northern edge of the tiger’s range.",,"49.36439, 136.903381"
small_blue,Rhino Tiger,96200-1-G035,Phoenix Fund,Support for anti-poaching operations in Leopardovy wildlife refuge and the Kedrovaya Pad Nature Reserve,"$24,190.00","$107,315.00",RT-1064,Russian Federation,"This grant will supply fuel, field equipment, and funds for field expenses (food and other basics) of rangers so they may carry out anti-poaching patrols and strengthen habitat protection activities in the refuge.  The patrols will protect both the Amur leopards and tigers of the refuge and reserve.",,"43.085829, 131.499481"
small_blue,Rhino Tiger,96200-1-G036,World Wildlife Fund - India,"Supporting anti-poaching measures for tiger conservation in proposed Pilibhit Tiger Reserve, Uttar Pradesh State, India","$59,963.00","$124,833.00",RT-1099,India,"This project will implement a strategic, information-led anti-poaching system and a tiger and prey monitoring program for the proposed reserve.  This area is critically important to maintenance of habitat connectivity within the Terai Arc landscape, linking Lagga Bagga forest with Kishanpur Wildlife Sanctuary, and the Terai-Bhabar forests in India with Shukla Phanta Wildlife Reserve in Nepal.  Despite its importance for tigers and other wildlife, the area lacks government funding for enforcement because it is still awaiting official designation as a Tiger Reserve.",,"28.74833, 80.018921"
small_blue,Rhino Tiger,96200-1-G037,Wildlife Conservation Society,"Conservation of tiger and prey populations in the Nam Et-Phou Louey National Protected Area landscape, Lao PDR through increased patrolling by mobile teams for illegal wildlife trade in human settlements and improved field patrolling in the core zone","$54,790.00","$54,060.00",RT-1113,Laos,"This project will organize and train four mobile patrol teams in four districts surrounding the protected areas.  Training will be provided to the team members on the maintenance of health and hygiene while on patrol.  Also, steps will be taken to create a career path for local people to work as protected area staff.",,"20.44989, 103.647766"
small_blue,Rhino Tiger,96200-1-G039,Fauna and Flora International,Protection and conservation of Sumatran tiger in Kerinci Seblat National Park,"$52,240.00","$233,994.00",RT-1034,Indonesia,"This grant will support routine field patrols and stronger relationships between patrol personnel and forest edge farmers.  The program will provide advice to local NGO partners on tiger conservation, facilitate activities to stop park encroachment, work to mitigate human-tiger conflict, and educate forest edge communities and local decision makers about tiger conservation.  The project aims to develop a cadre of highly-skilled national park rangers and managers.",,"-2.618686, 101.291156"
small_blue,Rhino Tiger,96200-1-G040,Wildlife Conservation Society,"Tiger protection and population monitoring in the Kaeng Krachan National Park, Tenasserim – Western Forest Complex, Thailand","$62,333.00","$63,525.00",RT-1117,Thailand,"This grant will support an intensive camera trapping project in Kaeng Krachan National Park’s optimal tiger habitat (an approximately 1,000 square kilometer area) to assess the tiger population.  The grantee will also support and monitor the performance of eight SMART patrol teams in the Park to ensure their efficient and effective functioning.",,"15.404553, 98.683166"
small_blue,Rhino Tiger,96200-1-G041,Centre for Environment Education,Conserving highly endangered tigers in northeast India through awareness (CHETNA),"$52,425.00","$8,950.00",RT-1120,India,"This project will develop and deliver a tiger conservation education program in the vicinity of Kaziranga and Dibru-Soikhowa national parks.  This will directly benefit one hundred schools while also reaching 6,000 schools through the eco-club network.  The park directors called for this project out of concern for lack of conservation awareness among local people.",,"26.636957, 93.397522"
small_blue,Rhino Tiger,96200-1-G045,Tiger Trust,Legal training for 'Hunting the Hunters-II' - capacity building program in the State of Rajasthan,"$33,030.00","$11,760.00",RT-1121,India,"This project will develop the capacity of Rajasthan’s forest officers to collect evidence, maintain the chain of evidence custody, and prepare, document and present cases.  The project aims to bring about more successful prosecutions of wildlife crimes, particularly those against tigers and their prey.  The grantee will conduct a training program three times during a period of 24 months including Indian wildlife law, post crime procedures, and presentation of evidence in  court.","This project spans across several wildlife destinations throughout the State of Rajasthan, India. The coordinates provided is the location of the Sariska Tiger Reserve.","27.325957, 76.431808"
small_blue,Rhino Tiger,96200-1-G046,Tiger Trust,Legal Training for 'Hunting the Hunters-II' - Capacity Building Program in the State of Assam,"$36,690.00","$11,760.00",RT-1122,India,"This project will create a replicable training model that provides legal and technical expertise to park staff at the state level, directly benefiting the park officers, prosecutors, judiciary and other enforcement agencies.  The grantee will conduct a training program on Indian wildlife law, post crime procedures, and presentation of evidence in court.",,"26.639958, 93.397522"
small_blue,Rhino Tiger,96200-1-G047,"University of Minnesota - Department of Fisheries, Wildlife and Conservation Biology",Female home range size and large ungulate density in western Thailand: key parameters for managing tigers,"$44,701.00","$14,972.00",RT-1101,Thailand,"This project will provide managers with critical information needed to help them evaluate efforts to sustain and improve tiger habitat.  The grantee will measure female home range size in relation to prey abundance and relate prey abundance to vegetation type and geophysical conditions.  This field work and the associated training will also initiate development of a second generation of trained, experienced tiger conservation officers for Thailand’s Department of National Parks, Wildlife and Plant Conservation.",,"15.527717, 99.175568"
small_blue,Rhino Tiger,96200-1-G049,Wildlife Areas Development and Welfare Trust,"Study to develop Protected Areas Management Information System of
Assam following MIST software.","$43,000.00","$50,800.00",RT-1074,India,"This project will pilot the development and implementation of advanced management of anti-poaching patrols in Kaziranga National Park utilizing the most up-to-date processes, programs and expertise.  The grantee will train staff for MIST monitoring and patrols by Kohora Range anti-poaching camps, develop performance indicators for use in evaluating annual operations plans, and summarize the results for use in decision-making regarding further implementation of MIST in the protected areas of Assam.",,"26.637571, 93.397446"
small_blue,Rhino Tiger,96200-1-G050,Wildlife Conservation Society,"Conservation of the tigers of the Endau-Rompin landscape, Malaysia, through improved law enforcement – expansion to the southeast and southwest","$55,000.00","$56,328.00",RT-1115,Malaysia,This project will strengthen law enforcement efforts at Kluang and Mersing forest blocks of the Endau Rompin landscape.  The grantee will ground-truth land uses and conduct recce surveys for other wildlife sign in the Endau Rompin landscape. The resulting information will be used to protect corridors from various forms of encroachment.,,"2.342029, 103.643646"
small_blue,Rhino Tiger,96200-1-G060,The Wildlife Foundation,Enforcement of anti-poaching activity by the Amur tiger conservation in the south of Khabarovsk Kray,"$68,200.00","$139,100.00",RT-1112,Russian Federation,"This project will establish a rigorous system of community-based patrols to prevent poaching of tigers and their prey.  The tiger patrol group will be comprised of six local people and will be under the leadership of the State Territorial Service for Wildlife Protection and Specially Protected Natural Areas of Khabarovsk Kray.  They will develop cases against poachers for prosecution by the administrators of the village of Gvasyugi, and conduct outreach to local communities on tiger conservation.",,"48.143894, 136.315308"
small_blue,Rhino Tiger,96200-1-G073,Wildlife Research and Conservation Society,"Monitoring tigers by camera trapping in Melghat Tiger Reserve, Maharashtra, India","$46,325.00","$4,200.00",RT-1028,India,This grant will support determination of tiger density estimates through camera trap surveys in the Gugamal National Park and Melghat Wildlife Sanctuary portions of the Tiger Reserve. The Reserve authorities will use these density estimates to evaluate their current management interventions.   This project is part of a long-term monitoring effort for the tiger and its prey in the Reserve.,,"21.40442, 77.148056"
small_blue,Rhino Tiger,96200-1-G138,Save the Rhino International,Equipping the Lowveld Rhino Trust in Zimbabwe with a new wildlife veterinarian field vehicle,"$50,000.00","$61,250.00",RT-1161,Zimbabwe,This grant will enable a vehicle to be purchased for dedicated use by veterinarians to assist on essential rhino conservation operations in southeastern Zimbabwe.  The vehicle will be specially equipped to support emergency darting and translocation of rhinos by an experienced capture team.,This project spans across all areas containing black and white rhinos in Zimbabwe. The coordinates provided is the central location of Zimbawe.,"23.90742, 29.903564"
small_blue,Rhino Tiger,96200-1-G139,Save the Rhino International,Supporting the core activities of  the African Rhino Specialist Group for the benefit of African rhino conservation,"$10,000.00","$53,630.00",RT-1162,Africa: all range states,"This grant will support a portion of the core services provided by the Secretariat of the IUCN's African Rhino Specialist Group, including compiling continental data for the Convention on International Trade in Endangered Species (CITES) and other meetings, providing impartial advice to range states, and maintaining timely communications among range states and experts on emerging issues.","This project spans across all range state countries in Africa, the ""Big Four"" being Kenya, Zimbabwe, Namibia, and South Africa. The coordinates provided is the central location of Zimbabwe","7.755944, 29.903564"
small_blue,Rhino Tiger,96200-1-G140,Save the Rhino International,"Monitoring and evaluating environmental education programs in important rhino areas of
Kenya, Tanzania and Zambia","$62,588.00","$109,891.00",RT-1163,Kenya,"This grant will provide ongoing support to environmental education programs for communities living in or near black rhino habitat in Kenya, Tanzania and Zambia.  The project will improve existing programs, develop new educational materials, and evaluate and monitor the effects of outreach programs.","This proposal focuses on three black rhino areas’ environmental education work: Laikipia (Kenya), Mkomazi (Tanzania) and North Luangwa (Zambia). The coordinates provided is the location of Mkomazi National Park in Tanzania.","-4.176746, 38.229675"
small_blue,Rhino Tiger,96200-1-G141,South African National Parks,Implementing monitoring and extracting demographic profiles of black rhino in Kruger National Park,"$24,999.00","$60,445.00",RT-1166,South Africa,"This project will intensify rhino monitoring activities in Kruger National Park, home to Africa's largest rhino population.  This grant builds upon past U.S. Fish and Wildlife Service support to verify the total number of rhinos in the park, to determine how many animals have been lost to poaching, to identify areas of vulnerability, and to be able to detect the earliest signs of population decline and respond proactively.",,"-23.81934, 31.444931"
small_blue,Rhino Tiger,96200-1-G142,Save the Rhino International,Increasing capacity for anti-poaching activities and deterrents in and around the Chyulu Hills,"$75,897.00","$338,131.00",RT-1168,Kenya,"This grant will support rhino protection and monitoring in the Chyulu Hills National Park and in neighboring Mbirikani Group Ranch in southern Kenya.  The grantee will support patrols by local community game scouts, following up on any illegal wildlife activities, and monitor individual rhinos and habitat use.",,"-2.542576, 37.849197"
small_blue,Rhino Tiger,96200-1-G143,International Rhino Foundation,"Rhino management operations in stateland areas of Manicaland and Matabeleland Provinces, Zimbabwe, 2011","$50,575.00","$26,112.00",RT-1169,Zimbabwe,"This grantee will work with an experienced team to locate and tranquilize black rhinos in the Manicaland and Matabeleland regions order to: a) treat the animals for snare injuries and other injuries, b) conduct ear-notching for monitoring, c) fit transmitters for monitoring, and/or d) translocate rhinos in vulnerable areas to places of greater safety.",This project spans across all areas containing black and white rhinos in Zimbabwe. The coordinates provided is the central location of Zimbawe.,"-18.990569, 29.903564"
small_blue,Rhino Tiger,96200-1-G148,Wildlife Conservation Nepal,Wildlife Crime Database,"$35,145.00","$18,260.00",RT-1063,Nepal,"This grant will support updating the database’s records on wildlife traders, seizures, arrests and convictions, and provision of information on wildlife crime to enforcement agencies.  It will emphasize crimes against rhinos and tigers but will benefit many species.  This will enhance the ability of authorities to combat wildlife crime and will be useful to judicial bodies in sentencing wildlife criminals.",,"28.244177, 83.845215"
small_blue,Rhino Tiger,96200-1-G149,International Rhino Foundation,"Rhino Protection Units in Ujung Kulon National Park, Java, Indonesia","$70,000.00","$69,217.00",RT-1110,Indonesia,"This project will protect the population of Javan rhinos living within the park through continued operation of four anti-poaching units.  The units will patrol and monitor for at least 15 days per month and will ensure that no traps are permitted to be placed in the park or remain long enough to entrap rhinos.  They will apprehend, or at least identify to local authorities, all suspected poachers so they may be prosecuted.  The grantee will also create an intelligence and law enforcement unit to investigate illegal activities, collect evidence, and facilitate arrests and prosecutions.  These units are critical to the continued survival of the Javan rhino.",,"-6.750026, 105.333352"
small_blue,Rhino Tiger,96200-1-G150,Wildlife Trust of Bangladesh,Monitoring tigers and formulating solutions to reduce tiger-human conflict in the Bangladesh Sundarbans,"$11,704.00","$4,730.00",RT-1093,Bangladesh,"This project will continue long-term tiger abundance monitoring in the Bangladesh Sundarbans, completing the third Sundarbans-wide tiger abundance survey to assess and analyze changes over the 2007 and 2011 period. The results will be used by management to assess the overall trend in the population and to identify particular areas that require management attention.",,"22.094406, 89.432831"
small_blue,Rhino Tiger,96200-1-G151,Wildlife Trust of Bangladesh,Developing tiger response teams to tackle tiger-human conflict in the Bangladesh Sundarbans,"$52,554.00","$38,023.00",RT-1094,Bangladesh,"This project will reduce human-tiger conflict in the Bangladesh Sundarbans through, working with the Forest Department and local villages.  The grantee will develop a culturally sensitive strategy based on an investigation into the human dimensions, patterns and impacts of conflict. Every year approximately 50 people, 60-80 livestock and three or more tigers are killed in such conflicts in the region.",,"22.094406, 89.432831"
small_blue,Rhino Tiger,96200-1-G152,FREELAND Foundation,Sustaining wildlife guardians in Thailand's forgotten parks,"$49,999.00","$42,846.00",RT-1140,Thailand,"This project will improve protection of tigers in Thap Lan and Pang Sida national parks.  The grantee will provide law enforcement training for the park’s rangers, gather information on tiger population in the parks, and carry out a study tour to adjacent habitat in Banateay Chhmar, Cambodia.  Thailand’s National Tiger Action Plan designates these two adjacent parks as one of only two priority landscapes for tiger conservation in the country.",,"14.225412, 101.989174"
small_blue,Rhino Tiger,96200-1-G153,Wildlife Conservation Society,"Mobile village tiger patrols V: an integrated approach to tiger protection through education, conflict mitigation, improved livelihoods and law enforcement","$60,095.00","$62,073.00",RT-1151,Indonesia,"This grant will continue support to a highly successful program on the island of Sumatra in the vicinity of Bukit Barisan National Park and Bukit Balai Renjang Landscape.  The project will conduct human-wildlife conflict patrols, wildlife crimes investigations, legal aid for prosecution of wildlife crimes cases, and educational events.  The habitat addressed by this project is home to an estimated 200 remaining tigers.",,"-5.326327, 104.20929"
small_blue,Rhino Tiger,96200-1-G154,Wildlife Conservation Society,"Community participation in managing the Nam Et Phou Louey National Protected Area to increase tiger and prey populations, Phase II","$54,522.00","$53,300.00",RT-1152,Laos,"This project will conserve internationally important tiger and prey populations in the NEPL NPA by increasing community participation in NPA management.  The grantee will implement outreach and social marketing to assist local communities in realizing the direct benefits they receive from the NPA.  Meetings will be conducted with village, district, and provincial officials to negotiate and mitigate conflicting interests over land and natural resources.",,"20.452463, 103.639526"
small_blue,Rhino Tiger,96200-1-G155,Global Tiger Forum,Capacity building project - training of tiger range states' officials in wildlife management,"$48,862.00","$42,400.00",RT-1175,India,This project will train five tiger range state forest officers whose current assignments are relevant to tiger conservation.  The officers will be enrolled in either the three month or nine month wildlife management course at the Wildlife Institute of India.  This is part of a long term initiative to develop a cadre of trained wildlife managers and field personnel to implement tiger conservation across the range countries.,,"30.283818, 77.974424"
small_blue,Rhino Tiger,96200-1-G156,Sikhote-Alin Biosphere State Reserve,"Monitoring and protection of Amur tiger during the winter period in Sikhote-Alin Researve (Primorsky Krai, Russia)","$49,775.00","$72,211.00",RT-1127,Russian Federation,"This project will improve the quality of monitoring and protection of the Amur tiger and its prey in Sikhote-Alin Reserve and its adjacent areas in heavy winter weather.  The grant will provide fieldworkers with winter clothes, footwear, skis, sleeping bags, and satellite phones.  The grantee will organize regular monitoring, additional patrol groups and spot-checks for protection of the most fragile areas of the Reserve during the winter.",,"45.251581, 135.975037"
small_blue,Rhino Tiger,96200-1-G157,International Rhino Foundation,Expanding habitat for Critically Endangered Javan rhinos,"$100,000.00","$450,000.00",RT-1108,Indonesia,"This project will improve habitat management in the Gunung Honje portion of Ujung Kulon National Park to increase the amount of habitat available to the rhinos.  The grantee will clear invasive species and plant areas with rhino food plants, create a permanent water supply, permanent wallows, and saltlicks.  They will also install electric fencing, create a patrol path, construct guard posts, hire and train a new Rhino Protection Unit, and conduct awareness-raising with local communities.",,"-6.841224, 105.476389"
small_blue,Rhino Tiger,96200-1-G158,The Bhutan Foundation,"Conserving at the source - protecting tigers, elephants and other wildlife in Bhutan's Royal Manas National Park","$50,000.00","$16,000.00",RT-1142,Bhutan,"This project will strengthen anti-poaching capacity of staff in the park to prevent poaching of tigers and other wildlife.  The grantee will construct an observation tower at Specialthang, providing vehicular access to the tower by preparing a dirt road. The grantee will also provide radio communication equipment to complete coverage of the park, and tents and rain gear needed by patrol rangers.  This project will set the stage for adoption of MIST based patrols in the park.",,"26.743703, 91.018982"
small_blue,Rhino Tiger,96200-1-G159,Environmental Investigation Agency,The Asian big cat trade – a film guide for enforcement officers,"$16,306.00","$48,253.00",RT-1159,Range states,"This project will promote the use of intelligence driven law enforcement against perpetrators of illegal trade in big cat parts and derivatives in the tiger range countries.  A new version of a 2006 film will be produced, that properly reflects the shifting trade in Asian big cat parts and derivatives in 2011.  The film will be distributed to all appropriate law enforcement agencies throughout the range for use in conjunction with classroom and field training.",The authors of this proposal deemed it inappropriate to allocate a geographic location for this project given its broad range.,","
small_blue,Rhino Tiger,96200-1-G160,Wildlife Conservation Society,"Promoting law enforcement and conflict reduction in Hunchun, China","$59,517.00","$55,158.00",RT-1150,China,"This project will strengthen law enforcement in public forests in the vicinity of Hunchun Reserve.  The grantee will conduct anti-poaching patrolling and a snare removal campaign in collaboration with the Hunchun Forestry Industry Bureau.  The number of cattle released into forests near tiger habitat will be reduced by increasing the participation of local communities in tiger conservation and by linking the government stall-fed cattle program with tiger conservation.  Hunchun, located in the transboundary area of China, Russia and DPR Korea, is the key to Amur tiger recovery in China.",,"42.897989, 131.128693"
small_blue,Rhino Tiger,96200-1-G161,Wildlife Areas Development and Welfare Trust,"Strengthen the protection measures in Manas National Park as a part of the program 'Indian Rhino Visions 2020' to expand the numbers and range of wild rhinos in Assam, Phase V","$54,780.00","$49,000.00",RT-1130,India,This grant will support the salary of 40 home guards (another 10 will be supported by the Bodoland Tribal Council) to strengthen security so rhinos may be translocated into the park and remain safe from poaching.  These guards will be drawn from the fringe areas of the park to improve the socioeconomic status of the fringe villagers and develop good relations.  Aside from patrolling and guard duty the home guards will encourage fringe villagers to provide information on anti-poaching activities.,,"26.746513, 91.020184"
small_blue,Rhino Tiger,96200-1-G162,Fauna and Flora International,"Strengthening institutional capacities in the Leuser-Ulu Masen Tiger Conservation Landscape, Aceh","$55,934.00","$56,316.00",RT-1143,Indonesia,"This project will develop high quality law enforcement patrol training materials and master trainers, strengthening government capacity to manage patrols to protect tigers and their prey.  The grantee will also establish a sustainable Aceh-wide patrol data management system.  This initiative represents the beginning of a systematic, long-term approach to protecting the tiger in this globally important landscape.",,"4.575817, 96.613159"
small_blue,Rhino Tiger,96200-1-G163,"University of Minnesota - Department of Fisheries, Wildlife and Conservation Biology","Finding solutions to mitigate human-tiger conflict in Chitwan National Park, Nepal","$62,066.00","$1,181.00",RT-1147,Nepal,"This project will strengthen tiger conservation in the park by protecting tigers in adjacent buffer zone community forests.  The grantee will collaborate with local communities and park staff to determine human and tiger use patterns at the edge of the park in buffer zone community forests, developing a model to minimize human-tiger conflict. This will be used to strengthen cooperative management in the buffer zone.",,"27.486277, 84.480057"
small_blue,Rhino Tiger,96200-1-G164,Conservation Himalayas,"Tiger conservation initiative through community capacity building, human-tiger conflict mitigation education and teachers-for-tiger training programs around the Corbett Tiger Reserve (CTR) in Uttarakhand, India","$49,882.00","$15,275.00",RT-1124,India,"This project will raise awareness and understanding of tiger conservation in both the Reserve’s fringe communities and local forest officers, so they can interact effectively to minimize human-tiger conflict.  It will also create a ‘Save-Tiger’ network of communities, teachers and students to foster community-based tiger conservation.",,"29.538781, 78.932648"
small_blue,Rhino Tiger,96200-1-G165,AARANYAK,"Monitoring tigers and prey animals in the Kaziranga National Park, Assam","$57,000.00","$33,800.00",RT-1125,India,"This grant will support year 2 of a project to provide information needed to evaluate management options and develop a science-based strategy for managing the park’s tiger population. The grantee will evaluate and monitor the status of tiger, prey and their habitats in the park, identifying existing or possible dispersal routes for tiger into and out of the park and mapping of those using GIS.  The project will build the capacity of twenty forest staff and four biologists of the region in tiger research and monitoring.",,"26.654175, 93.35598"
small_blue,Rhino Tiger,96200-1-G166,Peking University - College of Life Sciences,Using DNA to track the origin of tiger parts from illegal trade in Asia,"$50,600.00","$32,000.00",RT-1158,China,"This project will build an effective communication network for Chinese wildlife law enforcement authorities.  It will provide training workshops for CITES, Customs, and Forest Police on illegal tiger trade and wildlife forensic analysis.  These groups will collect and carry out forensic analysis on representative specimens of tiger parts confiscated from illegal trade for the years 2000-2010 as well as from upcoming seizures.  By elucidating the origins and routes of the illegal trade in tiger parts entering China, this project will provide information needed for more effective law enforcement operations against poachers and illegal traders operating in China and internationally.","This is a very geographically broad project, spanning across the entire range of illegal tiger parts trade.",","
small_blue,Rhino Tiger,96200-1-G167,The Bhutan Foundation,Conserving a source population of tigers - monitoring tigers and other wildlife in Bhutan's Royal Manas National Park,"$50,000.00","$42,000.00",RT-1145,Bhutan,"This project will strengthen Bhutan’s capacity to monitor tigers, other carnivores and prey populations in the park in order to detect trends and influence timely management decisions.  The grant will support Bhutan’s Ugyen Wangchuck Institute for Conservation and Environment in developing and validating tiger population density and habitat estimates for the park.  The capacity developed under this project will then be used to scale up monitoring of tigers and their prey in other protected areas of Bhutan.",,"27.029091, 90.713348"
small_blue,Rhino Tiger,96200-1-G187,Fauna and Flora International,"Ensuring protection of the black rhino population at Ol Pejeta Conservancy, Kenya","$83,267.00","$104,406.00",RT-1171,Kenya,"This grant will support the upgrading of the regional radio security network to a modern, digital standard.  The grantee will improve on-site housing for rangers and support staff training at Ol Pejeta Conservancy, home to one of Kenya's largest black rhino populations.",,"0.172271, 36.746521"
small_blue,Rhino Tiger,96200-1-G188,Save the Rhino International,"Improving rhino crime investigation and prosecution in state, community and private land areas of Kenya and Namibia","$24,585.00","$54,005.00",RT-1172,Kenya and Namibia,"This grant will support training courses designed to improve conviction rates for rhino poaching in Kenya and Namibia.  Courses will include training for wildlife officers in investigating and securing evidence from wildlife crime scenes, properly handling evidence for prosecution, and better conveying the severity of poaching and its impact to other influential partners (including police, military, and the judiciary).",,"0.381009, 36.78627"
small_blue,Rhino Tiger,96200-1-G189,International Rhino Foundation,Improving rhino protection in selected protected areas in Zimbabwe and the Republic of South Africa,"$30,090.00","$25,000.00",RT-1173,Zimbabwe and South Africa,"This grant will support security needs assessments of several rhino habitats in Zimbabwe and South Africa, including both private and national park land.  Based on the assessments, equipment and training will be provided to improve patrolling ability and, in the event of poaching, to properly collect forensic evidence and conduct investigations to improve prosecution rates.",,"-18.855466, 27.387695"
small_blue,Rhino Tiger,96200-1-G190,The Wildlife & Environment Society of Southern Africa (Lowveld region),Emergency support to the Mpumalanga Tourism and Parks Agency for white rhino conservation,"$24,999.00","$66,860.00",RT-1086,South Africa,"This project will support rhino monitoring, tracking, and immobilization of as many as 110 rhinos (to insert transmitters or conduct dehorning, where necessary, and to collect DNA samples) in Manyeleti, Andover and Loskop nature reserves in Mpumalanga Province, South Africa.",,"-24.635714, 31.513596"
measle_turquoise,Marine Turtle,96200-1-G117,MARINELIFE ALLIANCE,Community-based sea turtle research and conservation project in Bangladesh,"$24,999.00","$32,450.00",MT 11-040,Bangladesh,"This grant will continue a community-based conservation project and extend the project another 150 km on the Teknaf Peninsula, St. Martin and Sonadia Islands. Community members will be trained to conduct field work and 1,000 fisherman will be trained in identification of sea turtles, safe handling, and release techniques for accidentally captured sea turtles.",,"21.817034, 91.858406"
measle_turquoise,Marine Turtle,96200-1-G069,University of the West Indies,Building capacity for conservation of hawksbill turtles in Barbados,"$36,300.00","$68,400.00",MT 11-043,Barbados,"This grant will continue long-term conservation programs at key hawksbill nesting beaches in Barbados, which hosts one of the three largest hawksbill nesting populations in the Caribbean.",,"13.258901, -59.559975"
measle_turquoise,Marine Turtle,96200-1-G171,Fauna and Flora International,Marine turtle conservation and assessment in Cambodia,"$25,000.00","$58,148.00",MT 11-066,Cambodia,"This project will protect marine turtle nesting sites at Koh Tang Island through field surveys at target sites, academic and technical capacity building of Cambodian researchers, and awareness workshops in key areas.",,"10.300052, 103.133421"
measle_turquoise,Marine Turtle,96200-1-G061,"Turtle Foundation, USA","Protecting loggerhead turtle (Caretta caretta) nesting Beaches on Boavista Island, Cape Verde (2011)","$57,000.00","$183,384.00",MT 11-021,Cape Verde,This grant will support night patrols in collaboration with the military to protect nesting loggerhead females from rampant illegal slaughter on important nesting beaches on the Cape Verde Island of Boa Vista.  This island hosts about 90% of the Cape Verde nesting population.  The project will also involve a public awareness campaign in schools and communities throughout the island.,,"16.029609, -22.960052"
measle_turquoise,Marine Turtle,96200-1-G062,ADTMA - SOS Tartarugas,"Protection of nesting loggerhead turtles and beaches in Cabo Verde, Africa","$49,803.00","$86,686.00",MT 11-028,Cape Verde,"This grant will support night patrols on the most important loggerhead nesting beaches on the island of Sal to prevent killing of nesting females.  The project will provide training for local Cape Verdians to carry out marine turtle conservation on the islands of Sal, Maio and San Nicolau.  The grant will also support conservation outreach activities on Sal to local and municipal government, police, military, local citizens and tourists.",,"16.601612, -22.894135"
measle_turquoise,Marine Turtle,96200-1-G065,Cabo Verde Natura 2000,Effective protection of loggerhead females and nests in higher density nesting area of the Archipelago of Cabo Verde,"$67,480.00","$162,520.00",MT 11-036,Cape Verde,"This grant will support field staff and provide material support for two field camps that effectively protect about 75% of the nesting turtles on the Island of Boa Vista, which accounts for 90% of the Cape Verde loggerhead nesting population. The grantee will also organize the annual meeting of the Cape Verde Sea Turtle Coalition, and engage with fisherman to investigate the extent of bycatch and turtle meat trafficking in Cape Verde.",,"16.050964, -22.682095"
measle_turquoise,Marine Turtle,96200-1-G175,Sea Turtle Conservancy,"Sea turtle research, conservation and capacity building at Tortuguero, Costa Rica","$20,000.00","$370,697.00",MT 11-046,Costa Rica,"This project will build capacity in Latin America and the Caribbean through Sea Turtle Conservancy's Tortuguero training program in marine turtle research and management techniques, community involvement and ecotourism.  The training will be targeted to regional biologists, natural resource managers and community leaders.",,"10.540546, -83.500986"
measle_turquoise,Marine Turtle,96200-1-G292,Fundacion para el Equilibrio entre la Conservacion y el Desarrollo (FUNDECODES ),"Conservation project of leatherback nesting on the North Pacific coast of Costa Rica, Langosta Beach","$24,999.00","$1,650.00",MT 11-067,Costa Rica,"This grant will support nesting beach conservation programs for Playa Langosta, one of the two key East Pacific leatherback nesting beaches in Costa Rica.",,"10.39344, -85.835218"
measle_turquoise,Marine Turtle,96200-1-G145,SOS-Forets,Conservation of marine turtles of Mani beach (Ivory Coast-West Africa),"$18,000.00","$30,650.00",MT 11-051,Cote d' Ivoire,"This project will involve local communities and university students to monitor and protect nests from poaching along an 18 km stretch of important leatherback nesting beach in Cote d’Ivoire, with an estimated 700 sea turtle nests annually.  The grantee will also conduct environmental education outreach with local communities.",,"4.42581, -7.334938"
measle_turquoise,Marine Turtle,96200-1-G227,Action Communautaire de Development et d'Encadrement Social (ACODES),Protection and study of nesting sea turtles on the coastline of the Democratic Republic of Congo,"$7,500.00",$725.00,MT 11-035,Democratic Republic of Congo,"This grant will support patrols and protection of sea turtle nests along the 40 km coastline of the Democratic Republic of Congo.  The grantee will work with coastal fishing communities to release sea turtles accidently captured in fishing nets, and conduct environmental outreach activities in coastal communities.",,"-5.90091, 12.308769"
measle_turquoise,Marine Turtle,96200-1-G226,Instituto Nacional Desarrollo Forestal y Manejo del Sistema de Areas Protegidas(INDEFOR),Equatorial Guinea 2011-2012; challenges and opportunities for sea turtle conservation,"$24,999.00","$30,500.00",MT 11-044,Equatorial Guinea,"This grant will support a community-based conservation project at Bioko Island which hosts one of the most important leatherback nesting populations in West Africa.  It will also support development of a marine turtle conservation program on important mainland nesting beaches at Rio Campo, and a national outreach campaign.",,"2.265835, 9.790516"
measle_turquoise,Marine Turtle,96200-1-G230,Wildlife Conservation Society,"The Gabon Sea Turtle Partnership for leatherback research and conservation, 2011-2012","$165,000.00","$67,098.00",MT 11-073,Gabon,"This grant will support nesting beach conservation programs for one of the two largest leatherback nesting populations in the world, through an alliance of National Park, NGO and local community participants.  The project will increase capacity of the  National Agency for National Parks to address sea turtle bycatch from legal and illegal coastal fisheries within and adjacent to coastal National Parks.","NOTE: Split funding $125,000 AID and $40,000 MTCF","3.245534, 8.543587"
